entity_type,request_path,target_path,store_id,redirect_type
custom,practice-pads-2/tenor-practice-pads,/practice-pads/tenor-practice-pads/,10,301
custom,hardware-1/parts,/hardware/parts/,10,301
custom,specials/marching-brass/marching-baritone,/marching-brass/marching-baritones/,10,301
custom,marching-brass-1/marching-tubas,/marching-brass/marching-tubas/,10,301
custom,staging/new-offworld-practice-pad,/featured/new-offworld-practice-pads/,10,301
custom,specials/promark-bogo-two-for-the-price-of-one,/home,10,301
custom,accessories-1/drumming-accessories,/accessories/drumming-accessories/,10,301
custom,cymbals-gongs-1,/cymbals-gongs/,10,301
custom,holiday-specials/+2-k-m/+2-jamhub,/,10,301
custom,drum-heads/drumset-head/drumset-tom-heads,/drum-heads/drumset-heads/drumset-tom-heads/,10,301
custom,handheld-mounted-percussion/wood-blocks,/handheld-mounted-percussion/woodblocks/,10,301
custom,drum-heads-2/marching/marching-tenor-heads,/drum-heads/marching/marching-tenor-heads/,10,301
custom,drum-heads-2/concert/concert-snare-heads,/drum-heads/concert/concert-snare-heads/,10,301
custom,staging/zildjian-chroma-sticks,/zildjian-chroma-sticks/,10,301
custom,staging-1/world-percussion,/holiday/world-percussion/,10,301
custom,hardware-1/parts/hoops-and-rims,/hardware/parts/hoops-and-rims/,10,301
custom,redesigned-pearl-philharmonics-snares,/redesigned-pearl-philharmonic-snares/,10,301
custom,hardware-1/adapter-mounts-and-clamps,/hardware/adapter-mounts-and-clamps/,10,301
custom,staging-1/cymbals,/holiday/cymbals/,10,301
custom,articles/a-guide-to-the-flute.htm,https://content.westmusic.com,10,301
custom,articles/a-beginners-blog.htm,https://content.westmusic.com,10,301
custom,drum-heads-1/concert-drum-heads/concert-timpani-heads,,10,301
custom,specials/ksu-hidden-for-real-special-cat,,10,301
custom,specials/warrior-beat,/warrior-beat/,10,301
custom,accessories-1/music-stands-accessories,/accessories/music-stands-accessories/,10,301
custom,cymbals-gongs-1/drumset-cymbals/splash-cymbals,/cymbals-gongs/drumset-cymbals/splash-cymbals/,10,301
custom,iamgwi,https://content.percussionsource.com/iamwgi/,10,301
custom,staging/holiday-gift-guide/1060790,/featured/holiday-gift-guide/specialty-gifts/,10,301
custom,hardware/drum-set-hardware/boom-cymbal-stands,/hardware/drumset-headware/boom-cymbal-stands/,10,301
custom,drum-heads-1/world-drumming-heads/tubano-heads,,10,301
custom,specials/imea-presale,/specials/imec-presale/,10,301
custom,specials/holiday-gift-guide,/featured/holiday-gift-guide/,10,301
custom,staging-1/mapex-free-drum-cover-ps-2021,/mapex-free-drum-cover/,10,301
custom,hardware-1/marching-hardware/marching-tenor-carriers,/hardware/marching-hardware/marching-tenor-carriers/,10,301
custom,staging-1/ps-holiday-2020,/holiday/,10,301
custom,staging/drumheads,,10,301
custom,bandorchestra,/band-orchestra/,10,301
custom,concert/accessories/drum-heads,,10,301
custom,hardware-1/parts/drum-and-hardware-parts,/hardware/parts/drum-and-hardware-parts/,10,301
custom,1002398-band-orchestra,/band-orchestra/,10,301
custom,hardware-1/parts/world-drum-parts,/hardware/parts/world-drum-parts/,10,301
custom,keyboards,/digital-pianos-keyboards/,10,301
custom,cymbals-gongs-1/concert-and-marching-cymbals/hand-cymbals,/cymbals-gongs/concert-and-marching-cymbals/hand-cymbals/,10,301
custom,cymbals-gongs-1/drumset-cymbals/china-cymbals,/cymbals-gongs/drumset-cymbals/china-cymbals/,10,301
