"Error creating Conversion Tracking trigger: ","Error creating Conversion Tracking trigger: "
"Successfully updated Conversion Tracking tag: ","Successfully updated Conversion Tracking tag: "
"Error updating Conversion Tracking tag: ","Error updating Conversion Tracking tag: "
"Successfully created Conversion Tracking tag: ","Successfully created Conversion Tracking tag: "
"Error creating Conversion Tracking tag: ","Error creating Conversion Tracking tag: "
"Successfully updated Remarketing variable: ","Successfully updated Remarketing variable: "
"Error updating Remarketing variable: ","Error updating Remarketing variable: "
"Successfully created Remarketing variable: ","Successfully created Remarketing variable: "
"Error creating Remarketing variable: ","Error creating Remarketing variable: "
"Successfully updated Remarketing Tracking tag: ","Successfully updated Remarketing Tracking tag: "
"Error updating Remarketing Tracking tag: ","Error updating Remarketing Tracking tag: "
"Successfully created Remarketing Tracking tag: ","Successfully created Remarketing Tracking tag: "
"Error creating Remarketing Tracking tag: ","Error creating Remarketing Tracking tag: "
ID,ID
SKU,SKU
"In the head tag","In the head tag"
"Before body close tag","Before body close tag"
Subtotal,Subtotal
Grandtotal,Grandtotal
Child,Child
Parent,Parent
Dimension,Dimension
Metric,Metric
"Sign in to Google (Deprecated)","Sign in to Google (Deprecated)"
Note,Note
"You can use the Json Export Option from below. More details: <a target=""_blank"" href=""%1"">here</a>","You can use the Json Export Option from below. More details: <a target=""_blank"" href=""%1"">here</a>"
"<p>Please click <b>Save Config</b> button to save the entered API data, otherwise they will be lost</p>","<p>Please click <b>Save Config</b> button to save the entered API data, otherwise they will be lost</p>"
"and <b>specify the GTM API credentials in the previous section!</b>","and <b>specify the GTM API credentials in the previous section!</b>"
"<p><b>Create or Update Google AdWords conversion tracking automatically in Google Tag Manager.</b></p>","<p><b>Create or Update Google AdWords conversion tracking automatically in Google Tag Manager.</b></p>"
"Setup Create AdWords conversion tracking","Setup Create AdWords conversion tracking"
"Setup AdWords conversion tracking","Setup AdWords conversion tracking"
"<p><b>Create or Update Google Remarketing automatically in Google Tag Manager.</b></p>","<p><b>Create or Update Google Remarketing automatically in Google Tag Manager.</b></p>"
"Setup Remarketing","Setup Remarketing"
"<p>Please click <b>Save Config</b> button to save the entered API data, otherwise they will be lost.</p>","<p>Please click <b>Save Config</b> button to save the entered API data, otherwise they will be lost.</p>"
"Create or update all your tags, variables and triggers automatically in Google Tag Manager.","Create or update all your tags, variables and triggers automatically in Google Tag Manager."
"Setup Variables, Triggers and Tags","Setup Variables, Triggers and Tags"
"Generate Json for Variables, Triggers and Tags","Generate Json for Variables, Triggers and Tags"
"Download Json","Download Json"
"Crossel Products","Crossel Products"
"Related Products From","Related Products From"
"Upsell Products From","Upsell Products From"
"We can't find products matching the selection.","We can't find products matching the selection."
"Add to Cart","Add to Cart"
"In stock","In stock"
"Out of stock","Out of stock"
"Learn More","Learn More"
"Related Products","Related Products"
"We found other products you might like!","We found other products you might like!"
"Upsell Products","Upsell Products"
"More Choices:","More Choices:"
"New Products","New Products"
"Check items to add to the cart or","Check items to add to the cart or"
"select all","select all"
"Please specify the Account ID","Please specify the Account ID"
"Please specify the Container ID","Please specify the Container ID"
"Please specify the Universal Tracking ID","Please specify the Universal Tracking ID"
"Customer ID Index Number","Customer ID Index Number"
"Customer Group Index Number","Customer Group Index Number"
"Page Type Index Number","Page Type Index Number"
"Track Stock Status Index Number","Track Stock Status Index Number"
"Track Reviews Count Index Number","Track Reviews Count Index Number"
"Track Reviews Score Index Number","Track Reviews Score Index Number"
"Track Sale Product Number","Track Sale Product Number"
"Track Custom Attribute 1 Index Number","Track Custom Attribute 1 Index Number"
"Track Custom Attribute 2 Index Number","Track Custom Attribute 2 Index Number"
"Track Custom Attribute 3 Index Number","Track Custom Attribute 3 Index Number"
"Track Custom Attribute 4 Index Number","Track Custom Attribute 4 Index Number"
"Track Custom Attribute 5 Index Number","Track Custom Attribute 5 Index Number"
"Dimension Value","Dimension Value"
"is the same for:","is the same for:"
"Metric Value","Metric Value"
"Please specify the Account ID in GTM API Configuration section","Please specify the Account ID in GTM API Configuration section"
"Please specify the Container ID in GTM API Configuration section","Please specify the Container ID in GTM API Configuration section"
"Please specify the Google Conversion Id","Please specify the Google Conversion Id"
"Please specify the Google Conversion Label","Please specify the Google Conversion Label"
"Please specify the Google Convesion Currency Code","Please specify the Google Convesion Currency Code"
"Please specify the Public Id","Please specify the Public Id"
"Please specify the Conversion Code","Please specify the Conversion Code"
"Google Analytics Enhanced Ecommerce Pro","Google Analytics Enhanced Ecommerce Pro"
"General Configuration","General Configuration"
"Enable GoogleTagManager","Enable GoogleTagManager"
"Google Tag Manager Javascript Code","Google Tag Manager Javascript Code"
"Google Tag Manager Non-Js Code","Google Tag Manager Non-Js Code"
"Impression Chunks Size","Impression Chunks Size"
"Product Identifier","Product Identifier"
"Enable Brand","Enable Brand"
"Brand Attribute","Brand Attribute"
"Enable Variant","Enable Variant"
"Order Success Page Total Calculation","Order Success Page Total Calculation"
"Exclude Tax From Transaction","Exclude Tax From Transaction"
"Tax will be deduced from Grand Total","Tax will be deduced from Grand Total"
"Exclude Shipping From Transaction","Exclude Shipping From Transaction"
"Shipping charges will deduced from Grand Total","Shipping charges will deduced from Grand Total"
"Exclude Shipping Including Tax","Exclude Shipping Including Tax"
"Exclude Orders with 0 value","Exclude Orders with 0 value"
"Orders with value 0.00 can be excluded from purchase transactions if you set this option to Yes","Orders with value 0.00 can be excluded from purchase transactions if you set this option to Yes"
"Success Page Paths","Success Page Paths"
"If you are using custom checkout, and the success page path is different from the default magento path: 'checkout/onepage/success', you can list it here to make sure the Transaction data is sent to GTM.
                        <br/> If you have different success pages you can separate them with "","". <br/> Ex: checkout/onestepcheckout/success, checkout/mycustomcheckout/success","If you are using custom checkout, and the success page path is different from the default magento path: 'checkout/onepage/success', you can list it here to make sure the Transaction data is sent to GTM.
                        <br/> If you have different success pages you can separate them with "","". <br/> Ex: checkout/onestepcheckout/success, checkout/mycustomcheckout/success"
"Measure Product Clicks","Measure Product Clicks"
"Promotion Tracking","Promotion Tracking"
"Persistent datalayer expiry time","Persistent datalayer expiry time"
"The specified value represents minutes.","The specified value represents minutes."
"Child vs Parent","Child vs Parent"
"Send Parent Id or Child id cart, checkout and thank you page","Send Parent Id or Child id cart, checkout and thank you page"
"Use Secure Cookies","Use Secure Cookies"
"Send the cookies as secure ones. Should only be used if your whole site is on HTTPS.","Send the cookies as secure ones. Should only be used if your whole site is on HTTPS."
"User Scoped Custom Dimensions","User Scoped Custom Dimensions"
"Custom Dimension - Customer ID","Custom Dimension - Customer ID"
"Custom Dimension - Customer ID Index Number","Custom Dimension - Customer ID Index Number"
"Custom Dimension - Customer Group","Custom Dimension - Customer Group"
"Custom Dimension - Customer Group Index Number","Custom Dimension - Customer Group Index Number"
"Hit Scoped Custom Dimensions","Hit Scoped Custom Dimensions"
"Custom Dimension - Page Name","Custom Dimension - Page Name"
"Custom Dimension - Page Type","Custom Dimension - Page Type"
"Custom Dimension - Page Type Index Number","Custom Dimension - Page Type Index Number"
"Product Scoped Custom Dimensions","Product Scoped Custom Dimensions"
"Track Stock Status (instock/out of stock)","Track Stock Status (instock/out of stock)"
"This must match the index number set in Google Analytics","This must match the index number set in Google Analytics"
"Track Reviews Count","Track Reviews Count"
"Track Reviews Score","Track Reviews Score"
"Track Sale Product","Track Sale Product"
"Magento's Sale Product Attribute value is used here","Magento's Sale Product Attribute value is used here"
"Custom Attribute as Custom Dimension / Metric","Custom Attribute as Custom Dimension / Metric"
"Track Custom Attribute 1","Track Custom Attribute 1"
"Attribute 1 Name","Attribute 1 Name"
"Attribute 1","Attribute 1"
"Track Custom Attribute 1 Type","Track Custom Attribute 1 Type"
"Track Custom Attribute 2","Track Custom Attribute 2"
"Attribute 2 Name","Attribute 2 Name"
"Attribute 2","Attribute 2"
"Track Custom Attribute 2 Type","Track Custom Attribute 2 Type"
"Track Custom Attribute 3","Track Custom Attribute 3"
"Attribute 3 Name","Attribute 3 Name"
"Attribute 3","Attribute 3"
"Track Custom Attribute 3 Type","Track Custom Attribute 3 Type"
"Track Custom Attribute 4","Track Custom Attribute 4"
"Attribute 4 Name","Attribute 4 Name"
"Attribute 4","Attribute 4"
"Track Custom Attribute 4 Type","Track Custom Attribute 4 Type"
"Track Custom Attribute 5","Track Custom Attribute 5"
"Attribute 5 Name","Attribute 5 Name"
"Attribute 5","Attribute 5"
"Track Custom Attribute 5 Type","Track Custom Attribute 5 Type"
"GTM API Configuration","GTM API Configuration"
"Account ID","Account ID"
"Container ID","Container ID"
"Universal Analytics Tracking ID","Universal Analytics Tracking ID"
"I.P Anonymization","I.P Anonymization"
"Enable Display Advertising Features","Enable Display Advertising Features"
"Google AdWords conversion tracking","Google AdWords conversion tracking"
Enable,Enable
"Google Conversion Id","Google Conversion Id"
"Google Conversion Label","Google Conversion Label"
"Google Conversion Currency Code","Google Conversion Currency Code"
"Orders with value 0.00 can be excluded from conversion tracking if you set this option to Yes","Orders with value 0.00 can be excluded from conversion tracking if you set this option to Yes"
"Google AdWords Remarketing","Google AdWords Remarketing"
"Conversion Code","Conversion Code"
"Conversion Label","Conversion Label"
"You can leave the Conversion Label field blank if there is no google_conversion_label in the code box.","You can leave the Conversion Label field blank if there is no google_conversion_label in the code box."
"Orders with value 0.00 can be excluded from adwords remarketing if you set this option to Yes","Orders with value 0.00 can be excluded from adwords remarketing if you set this option to Yes"
"Json Export Options","Json Export Options"
"Public ID","Public ID"
"WeltPixel GoogleTagManager Categories Cache","WeltPixel GoogleTagManager Categories Cache"
"Categories used with Product Events","Categories used with Product Events"
"WeltPixel GoogleTagManager PromoLinkWidget","WeltPixel GoogleTagManager PromoLinkWidget"
"Promo Id","Promo Id"
"Promo Name","Promo Name"
"Promo Creative","Promo Creative"
"Promo Position","Promo Position"
"Link Destination","Link Destination"
"Open link in new tab","Open link in new tab"
"Link Content","Link Content"
